,short_name,fish_id,time_point,macrophage_count,time_in_min,cancer_cells,dpi
33,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,0.0,54.0,1440.0,LBT070,1.0
35,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,2.0,54.0,1500.0,LBT070,1.0
37,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,4.0,38.0,1560.0,LBT070,1.0
39,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,6.0,43.0,1620.0,LBT070,1.0
41,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,8.0,47.0,1680.0,LBT070,1.0
43,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,10.0,45.0,1740.0,LBT070,1.0
45,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,12.0,41.0,1800.0,LBT070,1.0
47,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,14.0,38.0,1860.0,LBT070,1.0
49,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,16.0,39.0,1920.0,LBT070,1.0
51,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,18.0,35.0,1980.0,LBT070,1.0
53,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,20.0,30.0,2040.0,LBT070,1.0
55,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,22.0,30.0,2100.0,LBT070,1.0
57,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,24.0,33.0,2160.0,LBT070,1.0
59,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,26.0,34.0,2220.0,LBT070,1.0
61,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,28.0,25.0,2280.0,LBT070,1.0
63,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,30.0,30.0,2340.0,LBT070,1.0
65,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,32.0,34.0,2400.0,LBT070,1.0
66,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,0.0,48.0,1440.0,LBT070,1.0
68,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,2.0,52.0,1500.0,LBT070,1.0
70,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,4.0,54.0,1560.0,LBT070,1.0
72,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,6.0,53.0,1620.0,LBT070,1.0
74,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,8.0,59.0,1680.0,LBT070,1.0
76,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,10.0,44.0,1740.0,LBT070,1.0
78,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,12.0,41.0,1800.0,LBT070,1.0
80,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,14.0,39.0,1860.0,LBT070,1.0
82,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,16.0,40.0,1920.0,LBT070,1.0
84,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,18.0,39.0,1980.0,LBT070,1.0
86,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,20.0,44.0,2040.0,LBT070,1.0
88,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,22.0,39.0,2100.0,LBT070,1.0
90,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,24.0,40.0,2160.0,LBT070,1.0
92,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,26.0,37.0,2220.0,LBT070,1.0
94,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,28.0,31.0,2280.0,LBT070,1.0
96,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,30.0,35.0,2340.0,LBT070,1.0
98,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,32.0,43.0,2400.0,LBT070,1.0
99,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,0.0,57.0,1440.0,LBT070,1.0
101,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,2.0,56.0,1500.0,LBT070,1.0
103,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,4.0,55.0,1560.0,LBT070,1.0
105,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,6.0,50.0,1620.0,LBT070,1.0
107,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,8.0,41.0,1680.0,LBT070,1.0
109,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,10.0,39.0,1740.0,LBT070,1.0
111,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,12.0,41.0,1800.0,LBT070,1.0
113,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,14.0,44.0,1860.0,LBT070,1.0
115,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,16.0,36.0,1920.0,LBT070,1.0
117,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,18.0,39.0,1980.0,LBT070,1.0
119,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,20.0,40.0,2040.0,LBT070,1.0
121,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,22.0,33.0,2100.0,LBT070,1.0
123,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,24.0,32.0,2160.0,LBT070,1.0
125,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,26.0,32.0,2220.0,LBT070,1.0
127,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,28.0,31.0,2280.0,LBT070,1.0
129,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,30.0,40.0,2340.0,LBT070,1.0
131,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,32.0,35.0,2400.0,LBT070,1.0
132,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,0.0,66.0,1440.0,LBT123,1.0
134,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,2.0,61.0,1500.0,LBT123,1.0
136,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,4.0,56.0,1560.0,LBT123,1.0
138,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,6.0,53.0,1620.0,LBT123,1.0
140,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,8.0,67.0,1680.0,LBT123,1.0
142,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,10.0,63.0,1740.0,LBT123,1.0
144,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,12.0,75.0,1800.0,LBT123,1.0
146,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,14.0,75.0,1860.0,LBT123,1.0
148,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,16.0,79.0,1920.0,LBT123,1.0
150,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,18.0,76.0,1980.0,LBT123,1.0
152,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,20.0,74.0,2040.0,LBT123,1.0
154,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,22.0,76.0,2100.0,LBT123,1.0
156,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,24.0,82.0,2160.0,LBT123,1.0
158,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,26.0,81.0,2220.0,LBT123,1.0
160,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,28.0,73.0,2280.0,LBT123,1.0
162,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,30.0,77.0,2340.0,LBT123,1.0
164,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,32.0,78.0,2400.0,LBT123,1.0
165,200811_LBT123_1dpi_Pos003,200811_LBT123_Pos003,0.0,33.0,1440.0,LBT123,1.0
167,200811_LBT123_1dpi_Pos003,200811_LBT123_Pos003,2.0,42.0,1500.0,LBT123,1.0
169,200811_LBT123_1dpi_Pos003,200811_LBT123_Pos003,4.0,35.0,1560.0,LBT123,1.0
171,200811_LBT123_1dpi_Pos003,200811_LBT123_Pos003,6.0,31.0,1620.0,LBT123,1.0
173,200811_LBT123_1dpi_Pos003,200811_LBT123_Pos003,8.0,28.0,1680.0,LBT123,1.0
175,200811_LBT123_1dpi_Pos003,200811_LBT123_Pos003,10.0,23.0,1740.0,LBT123,1.0
177,200811_LBT123_1dpi_Pos003,200811_LBT123_Pos003,12.0,22.0,1800.0,LBT123,1.0
179,200811_LBT123_1dpi_Pos003,200811_LBT123_Pos003,14.0,23.0,1860.0,LBT123,1.0
181,200811_LBT123_1dpi_Pos003,200811_LBT123_Pos003,16.0,18.0,1920.0,LBT123,1.0
183,200811_LBT123_1dpi_Pos003,200811_LBT123_Pos003,18.0,29.0,1980.0,LBT123,1.0
185,200811_LBT123_1dpi_Pos003,200811_LBT123_Pos003,20.0,22.0,2040.0,LBT123,1.0
187,200811_LBT123_1dpi_Pos003,200811_LBT123_Pos003,22.0,20.0,2100.0,LBT123,1.0
189,200811_LBT123_1dpi_Pos003,200811_LBT123_Pos003,24.0,19.0,2160.0,LBT123,1.0
191,200811_LBT123_1dpi_Pos003,200811_LBT123_Pos003,26.0,25.0,2220.0,LBT123,1.0
193,200811_LBT123_1dpi_Pos003,200811_LBT123_Pos003,28.0,24.0,2280.0,LBT123,1.0
195,200811_LBT123_1dpi_Pos003,200811_LBT123_Pos003,30.0,25.0,2340.0,LBT123,1.0
197,200811_LBT123_1dpi_Pos003,200811_LBT123_Pos003,32.0,31.0,2400.0,LBT123,1.0
198,200811_LBT123_1dpi_Pos005,200811_LBT123_Pos005,0.0,34.0,1440.0,LBT123,1.0
200,200811_LBT123_1dpi_Pos005,200811_LBT123_Pos005,2.0,30.0,1500.0,LBT123,1.0
202,200811_LBT123_1dpi_Pos005,200811_LBT123_Pos005,4.0,31.0,1560.0,LBT123,1.0
204,200811_LBT123_1dpi_Pos005,200811_LBT123_Pos005,6.0,28.0,1620.0,LBT123,1.0
206,200811_LBT123_1dpi_Pos005,200811_LBT123_Pos005,8.0,35.0,1680.0,LBT123,1.0
208,200811_LBT123_1dpi_Pos005,200811_LBT123_Pos005,10.0,38.0,1740.0,LBT123,1.0
210,200811_LBT123_1dpi_Pos005,200811_LBT123_Pos005,12.0,29.0,1800.0,LBT123,1.0
212,200811_LBT123_1dpi_Pos005,200811_LBT123_Pos005,14.0,32.0,1860.0,LBT123,1.0
214,200811_LBT123_1dpi_Pos005,200811_LBT123_Pos005,16.0,31.0,1920.0,LBT123,1.0
216,200811_LBT123_1dpi_Pos005,200811_LBT123_Pos005,18.0,30.0,1980.0,LBT123,1.0
218,200811_LBT123_1dpi_Pos005,200811_LBT123_Pos005,20.0,30.0,2040.0,LBT123,1.0
220,200811_LBT123_1dpi_Pos005,200811_LBT123_Pos005,22.0,30.0,2100.0,LBT123,1.0
222,200811_LBT123_1dpi_Pos005,200811_LBT123_Pos005,24.0,28.0,2160.0,LBT123,1.0
224,200811_LBT123_1dpi_Pos005,200811_LBT123_Pos005,26.0,33.0,2220.0,LBT123,1.0
226,200811_LBT123_1dpi_Pos005,200811_LBT123_Pos005,28.0,39.0,2280.0,LBT123,1.0
228,200811_LBT123_1dpi_Pos005,200811_LBT123_Pos005,30.0,42.0,2340.0,LBT123,1.0
230,200811_LBT123_1dpi_Pos005,200811_LBT123_Pos005,32.0,39.0,2400.0,LBT123,1.0
231,200818_LBT001_1dpi_Pos001,200818_LBT001_Pos001,0.0,28.0,1440.0,LBT001,1.0
233,200818_LBT001_1dpi_Pos001,200818_LBT001_Pos001,2.0,28.0,1500.0,LBT001,1.0
235,200818_LBT001_1dpi_Pos001,200818_LBT001_Pos001,4.0,25.0,1560.0,LBT001,1.0
237,200818_LBT001_1dpi_Pos001,200818_LBT001_Pos001,6.0,29.0,1620.0,LBT001,1.0
239,200818_LBT001_1dpi_Pos001,200818_LBT001_Pos001,8.0,40.0,1680.0,LBT001,1.0
241,200818_LBT001_1dpi_Pos001,200818_LBT001_Pos001,10.0,43.0,1740.0,LBT001,1.0
243,200818_LBT001_1dpi_Pos001,200818_LBT001_Pos001,12.0,39.0,1800.0,LBT001,1.0
245,200818_LBT001_1dpi_Pos001,200818_LBT001_Pos001,14.0,41.0,1860.0,LBT001,1.0
247,200818_LBT001_1dpi_Pos001,200818_LBT001_Pos001,16.0,43.0,1920.0,LBT001,1.0
249,200818_LBT001_1dpi_Pos001,200818_LBT001_Pos001,18.0,45.0,1980.0,LBT001,1.0
250,200818_LBT001_1dpi_Pos003,200818_LBT001_Pos003,0.0,60.0,1440.0,LBT001,1.0
252,200818_LBT001_1dpi_Pos003,200818_LBT001_Pos003,2.0,63.0,1500.0,LBT001,1.0
254,200818_LBT001_1dpi_Pos003,200818_LBT001_Pos003,4.0,83.0,1560.0,LBT001,1.0
256,200818_LBT001_1dpi_Pos003,200818_LBT001_Pos003,6.0,71.0,1620.0,LBT001,1.0
258,200818_LBT001_1dpi_Pos003,200818_LBT001_Pos003,8.0,56.0,1680.0,LBT001,1.0
260,200818_LBT001_1dpi_Pos003,200818_LBT001_Pos003,10.0,57.0,1740.0,LBT001,1.0
262,200818_LBT001_1dpi_Pos003,200818_LBT001_Pos003,12.0,59.0,1800.0,LBT001,1.0
264,200818_LBT001_1dpi_Pos003,200818_LBT001_Pos003,14.0,54.0,1860.0,LBT001,1.0
266,200818_LBT001_1dpi_Pos003,200818_LBT001_Pos003,16.0,62.0,1920.0,LBT001,1.0
268,200818_LBT001_1dpi_Pos003,200818_LBT001_Pos003,18.0,60.0,1980.0,LBT001,1.0
269,200818_LBT001_1dpi_Pos005,200818_LBT001_Pos005,0.0,30.0,1440.0,LBT001,1.0
271,200818_LBT001_1dpi_Pos005,200818_LBT001_Pos005,2.0,23.0,1500.0,LBT001,1.0
273,200818_LBT001_1dpi_Pos005,200818_LBT001_Pos005,4.0,31.0,1560.0,LBT001,1.0
275,200818_LBT001_1dpi_Pos005,200818_LBT001_Pos005,6.0,31.0,1620.0,LBT001,1.0
277,200818_LBT001_1dpi_Pos005,200818_LBT001_Pos005,8.0,31.0,1680.0,LBT001,1.0
279,200818_LBT001_1dpi_Pos005,200818_LBT001_Pos005,10.0,32.0,1740.0,LBT001,1.0
281,200818_LBT001_1dpi_Pos005,200818_LBT001_Pos005,12.0,33.0,1800.0,LBT001,1.0
283,200818_LBT001_1dpi_Pos005,200818_LBT001_Pos005,14.0,29.0,1860.0,LBT001,1.0
285,200818_LBT001_1dpi_Pos005,200818_LBT001_Pos005,16.0,32.0,1920.0,LBT001,1.0
287,200818_LBT001_1dpi_Pos005,200818_LBT001_Pos005,18.0,28.0,1980.0,LBT001,1.0
288,200818_LBT001_1dpi_Pos006,200818_LBT001_Pos006,0.0,19.0,1440.0,LBT001,1.0
290,200818_LBT001_1dpi_Pos006,200818_LBT001_Pos006,2.0,21.0,1500.0,LBT001,1.0
292,200818_LBT001_1dpi_Pos006,200818_LBT001_Pos006,4.0,22.0,1560.0,LBT001,1.0
294,200818_LBT001_1dpi_Pos006,200818_LBT001_Pos006,6.0,25.0,1620.0,LBT001,1.0
296,200818_LBT001_1dpi_Pos006,200818_LBT001_Pos006,8.0,21.0,1680.0,LBT001,1.0
298,200818_LBT001_1dpi_Pos006,200818_LBT001_Pos006,10.0,23.0,1740.0,LBT001,1.0
300,200818_LBT001_1dpi_Pos006,200818_LBT001_Pos006,12.0,27.0,1800.0,LBT001,1.0
302,200818_LBT001_1dpi_Pos006,200818_LBT001_Pos006,14.0,27.0,1860.0,LBT001,1.0
304,200818_LBT001_1dpi_Pos006,200818_LBT001_Pos006,16.0,23.0,1920.0,LBT001,1.0
306,200818_LBT001_1dpi_Pos006,200818_LBT001_Pos006,18.0,25.0,1980.0,LBT001,1.0
307,200825_LBT070_1dpi_Pos001,200825_LBT070_Pos001,0.0,37.0,1440.0,LBT070,1.0
309,200825_LBT070_1dpi_Pos001,200825_LBT070_Pos001,2.0,43.0,1500.0,LBT070,1.0
311,200825_LBT070_1dpi_Pos001,200825_LBT070_Pos001,4.0,44.0,1560.0,LBT070,1.0
313,200825_LBT070_1dpi_Pos001,200825_LBT070_Pos001,6.0,38.0,1620.0,LBT070,1.0
315,200825_LBT070_1dpi_Pos001,200825_LBT070_Pos001,8.0,37.0,1680.0,LBT070,1.0
317,200825_LBT070_1dpi_Pos001,200825_LBT070_Pos001,10.0,41.0,1740.0,LBT070,1.0
319,200825_LBT070_1dpi_Pos001,200825_LBT070_Pos001,12.0,39.0,1800.0,LBT070,1.0
321,200825_LBT070_1dpi_Pos001,200825_LBT070_Pos001,14.0,31.0,1860.0,LBT070,1.0
323,200825_LBT070_1dpi_Pos001,200825_LBT070_Pos001,16.0,45.0,1920.0,LBT070,1.0
325,200825_LBT070_1dpi_Pos001,200825_LBT070_Pos001,18.0,43.0,1980.0,LBT070,1.0
327,200825_LBT070_1dpi_Pos001,200825_LBT070_Pos001,20.0,40.0,2040.0,LBT070,1.0
329,200825_LBT070_1dpi_Pos001,200825_LBT070_Pos001,22.0,45.0,2100.0,LBT070,1.0
331,200825_LBT070_1dpi_Pos001,200825_LBT070_Pos001,24.0,46.0,2160.0,LBT070,1.0
333,200825_LBT070_1dpi_Pos001,200825_LBT070_Pos001,26.0,45.0,2220.0,LBT070,1.0
335,200825_LBT070_1dpi_Pos001,200825_LBT070_Pos001,28.0,46.0,2280.0,LBT070,1.0
337,200825_LBT070_1dpi_Pos001,200825_LBT070_Pos001,30.0,37.0,2340.0,LBT070,1.0
339,200825_LBT070_1dpi_Pos003,200825_LBT070_Pos003,0.0,37.0,1440.0,LBT070,1.0
341,200825_LBT070_1dpi_Pos003,200825_LBT070_Pos003,2.0,29.0,1500.0,LBT070,1.0
343,200825_LBT070_1dpi_Pos003,200825_LBT070_Pos003,4.0,28.0,1560.0,LBT070,1.0
345,200825_LBT070_1dpi_Pos003,200825_LBT070_Pos003,6.0,31.0,1620.0,LBT070,1.0
347,200825_LBT070_1dpi_Pos003,200825_LBT070_Pos003,8.0,31.0,1680.0,LBT070,1.0
349,200825_LBT070_1dpi_Pos003,200825_LBT070_Pos003,10.0,28.0,1740.0,LBT070,1.0
351,200825_LBT070_1dpi_Pos003,200825_LBT070_Pos003,12.0,26.0,1800.0,LBT070,1.0
353,200825_LBT070_1dpi_Pos003,200825_LBT070_Pos003,14.0,24.0,1860.0,LBT070,1.0
355,200825_LBT070_1dpi_Pos003,200825_LBT070_Pos003,16.0,18.0,1920.0,LBT070,1.0
357,200825_LBT070_1dpi_Pos003,200825_LBT070_Pos003,18.0,20.0,1980.0,LBT070,1.0
359,200825_LBT070_1dpi_Pos003,200825_LBT070_Pos003,20.0,25.0,2040.0,LBT070,1.0
361,200825_LBT070_1dpi_Pos003,200825_LBT070_Pos003,22.0,19.0,2100.0,LBT070,1.0
363,200825_LBT070_1dpi_Pos003,200825_LBT070_Pos003,24.0,18.0,2160.0,LBT070,1.0
365,200825_LBT070_1dpi_Pos003,200825_LBT070_Pos003,26.0,19.0,2220.0,LBT070,1.0
367,200825_LBT070_1dpi_Pos003,200825_LBT070_Pos003,28.0,18.0,2280.0,LBT070,1.0
369,200825_LBT070_1dpi_Pos003,200825_LBT070_Pos003,30.0,25.0,2340.0,LBT070,1.0
371,200825_LBT070_1dpi_Pos005,200825_LBT070_Pos005,0.0,52.0,1440.0,LBT070,1.0
373,200825_LBT070_1dpi_Pos005,200825_LBT070_Pos005,2.0,51.0,1500.0,LBT070,1.0
375,200825_LBT070_1dpi_Pos005,200825_LBT070_Pos005,4.0,49.0,1560.0,LBT070,1.0
377,200825_LBT070_1dpi_Pos005,200825_LBT070_Pos005,6.0,49.0,1620.0,LBT070,1.0
379,200825_LBT070_1dpi_Pos005,200825_LBT070_Pos005,8.0,53.0,1680.0,LBT070,1.0
381,200825_LBT070_1dpi_Pos005,200825_LBT070_Pos005,10.0,49.0,1740.0,LBT070,1.0
383,200825_LBT070_1dpi_Pos005,200825_LBT070_Pos005,12.0,45.0,1800.0,LBT070,1.0
385,200825_LBT070_1dpi_Pos005,200825_LBT070_Pos005,14.0,36.0,1860.0,LBT070,1.0
387,200825_LBT070_1dpi_Pos005,200825_LBT070_Pos005,16.0,39.0,1920.0,LBT070,1.0
389,200825_LBT070_1dpi_Pos005,200825_LBT070_Pos005,18.0,37.0,1980.0,LBT070,1.0
391,200825_LBT070_1dpi_Pos005,200825_LBT070_Pos005,20.0,31.0,2040.0,LBT070,1.0
393,200825_LBT070_1dpi_Pos005,200825_LBT070_Pos005,22.0,34.0,2100.0,LBT070,1.0
395,200825_LBT070_1dpi_Pos005,200825_LBT070_Pos005,24.0,30.0,2160.0,LBT070,1.0
397,200825_LBT070_1dpi_Pos005,200825_LBT070_Pos005,26.0,38.0,2220.0,LBT070,1.0
399,200825_LBT070_1dpi_Pos005,200825_LBT070_Pos005,28.0,37.0,2280.0,LBT070,1.0
401,200825_LBT070_1dpi_Pos005,200825_LBT070_Pos005,30.0,27.0,2340.0,LBT070,1.0
403,200825_LBT070_1dpi_Pos006,200825_LBT070_Pos006,0.0,54.0,1440.0,LBT070,1.0
405,200825_LBT070_1dpi_Pos006,200825_LBT070_Pos006,2.0,43.0,1500.0,LBT070,1.0
407,200825_LBT070_1dpi_Pos006,200825_LBT070_Pos006,4.0,39.0,1560.0,LBT070,1.0
409,200825_LBT070_1dpi_Pos006,200825_LBT070_Pos006,6.0,40.0,1620.0,LBT070,1.0
411,200825_LBT070_1dpi_Pos006,200825_LBT070_Pos006,8.0,38.0,1680.0,LBT070,1.0
413,200825_LBT070_1dpi_Pos006,200825_LBT070_Pos006,10.0,35.0,1740.0,LBT070,1.0
415,200825_LBT070_1dpi_Pos006,200825_LBT070_Pos006,12.0,30.0,1800.0,LBT070,1.0
417,200825_LBT070_1dpi_Pos006,200825_LBT070_Pos006,14.0,29.0,1860.0,LBT070,1.0
419,200825_LBT070_1dpi_Pos006,200825_LBT070_Pos006,16.0,31.0,1920.0,LBT070,1.0
421,200825_LBT070_1dpi_Pos006,200825_LBT070_Pos006,18.0,29.0,1980.0,LBT070,1.0
423,200825_LBT070_1dpi_Pos006,200825_LBT070_Pos006,20.0,32.0,2040.0,LBT070,1.0
425,200825_LBT070_1dpi_Pos006,200825_LBT070_Pos006,22.0,32.0,2100.0,LBT070,1.0
427,200825_LBT070_1dpi_Pos006,200825_LBT070_Pos006,24.0,37.0,2160.0,LBT070,1.0
429,200825_LBT070_1dpi_Pos006,200825_LBT070_Pos006,26.0,30.0,2220.0,LBT070,1.0
431,200825_LBT070_1dpi_Pos006,200825_LBT070_Pos006,28.0,27.0,2280.0,LBT070,1.0
433,200825_LBT070_1dpi_Pos006,200825_LBT070_Pos006,30.0,32.0,2340.0,LBT070,1.0
435,200929_LBT001_1dpi_Pos002,200929_LBT001_Pos002,0.0,28.0,1440.0,LBT001,1.0
438,200929_LBT001_1dpi_Pos002,200929_LBT001_Pos002,3.0,25.0,1500.0,LBT001,1.0
441,200929_LBT001_1dpi_Pos002,200929_LBT001_Pos002,6.0,18.0,1560.0,LBT001,1.0
444,200929_LBT001_1dpi_Pos002,200929_LBT001_Pos002,9.0,22.0,1620.0,LBT001,1.0
447,200929_LBT001_1dpi_Pos002,200929_LBT001_Pos002,12.0,19.0,1680.0,LBT001,1.0
450,200929_LBT001_1dpi_Pos002,200929_LBT001_Pos002,15.0,19.0,1740.0,LBT001,1.0
453,200929_LBT001_1dpi_Pos002,200929_LBT001_Pos002,18.0,18.0,1800.0,LBT001,1.0
456,200929_LBT001_1dpi_Pos002,200929_LBT001_Pos002,21.0,18.0,1860.0,LBT001,1.0
459,200929_LBT001_1dpi_Pos002,200929_LBT001_Pos002,24.0,19.0,1920.0,LBT001,1.0
462,200929_LBT001_1dpi_Pos002,200929_LBT001_Pos002,27.0,20.0,1980.0,LBT001,1.0
465,200929_LBT001_1dpi_Pos002,200929_LBT001_Pos002,30.0,20.0,2040.0,LBT001,1.0
468,200929_LBT001_1dpi_Pos002,200929_LBT001_Pos002,33.0,23.0,2100.0,LBT001,1.0
471,200929_LBT001_1dpi_Pos002,200929_LBT001_Pos002,36.0,27.0,2160.0,LBT001,1.0
474,200929_LBT001_1dpi_Pos002,200929_LBT001_Pos002,39.0,23.0,2220.0,LBT001,1.0
477,200929_LBT001_1dpi_Pos002,200929_LBT001_Pos002,42.0,21.0,2280.0,LBT001,1.0
480,200929_LBT001_1dpi_Pos002,200929_LBT001_Pos002,45.0,27.0,2340.0,LBT001,1.0
483,200929_LBT001_1dpi_Pos002,200929_LBT001_Pos002,48.0,34.0,2400.0,LBT001,1.0
486,200929_LBT001_1dpi_Pos004,200929_LBT001_Pos004,0.0,32.0,1440.0,LBT001,1.0
489,200929_LBT001_1dpi_Pos004,200929_LBT001_Pos004,3.0,25.0,1500.0,LBT001,1.0
492,200929_LBT001_1dpi_Pos004,200929_LBT001_Pos004,6.0,21.0,1560.0,LBT001,1.0
495,200929_LBT001_1dpi_Pos004,200929_LBT001_Pos004,9.0,19.0,1620.0,LBT001,1.0
498,200929_LBT001_1dpi_Pos004,200929_LBT001_Pos004,12.0,23.0,1680.0,LBT001,1.0
501,200929_LBT001_1dpi_Pos004,200929_LBT001_Pos004,15.0,17.0,1740.0,LBT001,1.0
504,200929_LBT001_1dpi_Pos004,200929_LBT001_Pos004,18.0,18.0,1800.0,LBT001,1.0
507,200929_LBT001_1dpi_Pos004,200929_LBT001_Pos004,21.0,21.0,1860.0,LBT001,1.0
510,200929_LBT001_1dpi_Pos004,200929_LBT001_Pos004,24.0,16.0,1920.0,LBT001,1.0
513,200929_LBT001_1dpi_Pos004,200929_LBT001_Pos004,27.0,19.0,1980.0,LBT001,1.0
516,200929_LBT001_1dpi_Pos004,200929_LBT001_Pos004,30.0,16.0,2040.0,LBT001,1.0
519,200929_LBT001_1dpi_Pos004,200929_LBT001_Pos004,33.0,15.0,2100.0,LBT001,1.0
522,200929_LBT001_1dpi_Pos004,200929_LBT001_Pos004,36.0,17.0,2160.0,LBT001,1.0
